X;Y;Name;DIRECCI__N_COMERCIAL;HORARIO_DE_ATENCI__N;Latitud;Longitud;N;N COMERCIAL;;;;;;
-7.696.409;-1.207.674;CASA FOTOGRAFICA DANY;AV JAVIER PRADO 5266 TD 36 CC LA FONTANA PARADERO LOS FRUTALES;07:30 am - 10:00 pm;-1.207.674;-7.696.409;07:30 am - 10:00 pm;AV JAVIER PRADO 5266 TD 36 CC LA FONTANA PARADERO LOS FRUTALES;;;;;;
-7.703.365;-1.202.682;FERREMAT'S H&L;AV CRNL SAMUEL DEL ALCAZAR 866 URB LA FLORIDA;07:30 am - 10:00 pm;-1.202.682;-7.703.365;07:30 am - 10:00 pm;AV CRNL SAMUEL DEL ALCAZAR 866 URB LA FLORIDA;;;;;;
-769.369;-1.211.295;BOTICA MAS SALUD;AV LOS FRESNOS 2008 URB PORTADA DEL SOL;07:30 am - 10:00 pm;-1.211.295;-769.369;07:30 am - 10:00 pm;AV LOS FRESNOS 2008 URB PORTADA DEL SOL;;;;;;
-7.703.849;-1.206.995;CASA DE CAMBIO ANDREA;CALL. LARRABURRE Y UNANUE 277;07:30 am - 10:00 pm;-1.206.995;-7.703.849;07:30 am - 10:00 pm;CALL. LARRABURRE Y UNANUE 277;;;;;;
-7.701.077;-1.198.918;TIENDAS TAMBO S.A.C;MZA. A LOTE. 1 URB. COOPERATIVA DE VIVIENDA L LIMA-LIMA-SAN JUAN DE LURIGANCHO;07:00 am - 10:30 pm;-1.198.918;-7.701.077;07:00 am - 10:30 pm;MZA. A LOTE. 1 URB. COOPERATIVA DE VIVIENDA L LIMA-LIMA-SAN JUAN DE LURIGANCHO;;;;;;
-7.694.163;-1.210.352;FARMACIA DUNAMIS;AV. LOS FRESNOS 1283 ;07:00 am - 10:00 pm;-1.210.352;-7.694.163;07:00 am - 10:00 pm;AV. LOS FRESNOS 1283;;;;;;
-7.694.701;-1.206.867;CABINA E INTERNET PATZ;CAL.AREQUIPA NRO. 120 URB. STA PATRICIA 2DA ET (ALT CDRA 65 PROL J PRADO);07:30 am - 10:00 pm;-1.206.867;-7.694.701;07:30 am - 10:00 pm;CAL.AREQUIPA NRO. 120 URB. STA PATRICIA 2DA ET (ALT CDRA 65 PROL J PRADO);;;;;;
-7.702.844;-1.212.314;TIENDAS TAMBO S.A.C;CALLE SHELL NRO 332 - LIMA-LIMA-MIRAFLORES;07:00 am - 10:30 pm;-1.212.314;-7.702.844;07:00 am - 10:30 pm;CALLE SHELL NRO 332 - LIMA-LIMA-MIRAFLORES;;;;;;
-7.692.547;-1.203.342;INTERNET MILAGROS;CALLE LOS MOROS MZ A LT 21 // REF.PROLONGACION JAVIER PRADO CON CALLE LOS MOROS;07:00 am - 10:00 pm;-1.203.342;-7.692.547;07:00 am - 10:00 pm;CALLE LOS MOROS MZ A LT 21 // REF.PROLONGACION JAVIER PRADO CON CALLE LOS MOROS;;;;;;
-7.702.446;-1.209.101;PEREZ PONCE, JOSEFINA IRMA;CUADRA 7 DE AV JAVIER PRADO (PARDERO LAS BEGONIAS CORREDOR ROJO);07:30 am - 10:00 pm;-1.209.101;-7.702.446;07:30 am - 10:00 pm;CUADRA 7 DE AV JAVIER PRADO (PARDERO LAS BEGONIAS CORREDOR ROJO);;;;;;
-770.352;-1.208.082;GRACIELA CONDOR PONCE;AV. AREQUIPA 1600;07:00 am - 10:00 pm;-1.208.082;-770.352;07:00 am - 10:00 pm;AV. AREQUIPA 1600;;;;;;
-7.701.121;-1.201.204;TIENDAS TAMBO S.A.C;CASA TIPO A - UNA PLANTA MZA G LOTE 2 (AV FLORES DE PRIMAVERA 1014) LIMA-LIMA-SAN JUAN DE LURIGANCHO;07:00 am - 10:30 pm;-1.201.204;-7.701.121;07:00 am - 10:30 pm;CASA TIPO A - UNA PLANTA MZA G LOTE 2 (AV FLORES DE PRIMAVERA 1014) LIMA-LIMA-SAN JUAN DE LURIGANCHO;;;;;;
-7.693.614;-1.211.384;LIBRERÍA FRESNOS;PROLONGACIÓN LOS FRESNOS 105;07:00 am - 10:00 pm;-1.211.384;-7.693.614;07:00 am - 10:00 pm;PROLONGACIÓN LOS FRESNOS 105;;;;;;
-7.694.153;-1.206.136;EL TRIBUNAL;AV HUAROCHIRI 1155 I ETAPA MAYORAZGO ;07:00 am - 10:00 pm;-1.206.136;-7.694.153;07:00 am - 10:00 pm;AV HUAROCHIRI 1155 I ETAPA MAYORAZGO;;;;;;
-7.703.753;-1.207.192;ALCIRA CABALLERO VALDIVIEZO;AV ARENALES 744;07:00 am - 10:00 pm;-1.207.192;-7.703.753;07:00 am - 10:00 pm;AV ARENALES 744;;;;;;
-7.694.153;-1.206.136;EL TRIBUNAL;AV HUAROCHIRI 1155 I ETAPA MAYORAZGO ;07:00 am - 10:00 pm;-1.206.136;-7.694.153;07:00 am - 10:00 pm;AV HUAROCHIRI 1155 I ETAPA MAYORAZGO;;;;;;
-770.315;-1.209.325;BODEGA EL ABUELO;CALLE VIRREY TOLEDO 0390 ;07:00 am - 10:00 pm;-1.209.325;-770.315;07:00 am - 10:00 pm;CALLE VIRREY TOLEDO 0390;;;;;;
-7.700.927;-1.197.516;TIENDAS TAMBO S.A.C;AV. EL PERIODISTA MZA. A-1 LOTE. 20 URB. CANTO NUEVO LIMA - LIMA - SAN JUAN DE LURIGANCHO;07:00 am - 10:30 pm;-1.197.516;-7.700.927;07:00 am - 10:30 pm;AV. EL PERIODISTA MZA. A-1 LOTE. 20 URB. CANTO NUEVO LIMA - LIMA - SAN JUAN DE LURIGANCHO;;;;;;
-7.702.782;-1.208.158;INVERSIONES KHAO EIRL;AV. PASEO DE LA REPUBLICA 1798;07:00 am - 10:00 pm;-1.208.158;-7.702.782;07:00 am - 10:00 pm;AV. PASEO DE LA REPUBLICA 1798;;;;;;
-7.692.987;-1.203.661;RECARGAS Y PAGOS;CALLE LAS DALIAS MZA A LTE 4 - REF: ALT. BCP;07:30 am - 10:00 pm;-1.203.661;-7.692.987;07:30 am - 10:00 pm;CALLE LAS DALIAS MZA A LTE 4 - REF: ALT. BCP;;;;;;
-7.703.146;-1.201.342;BOTICA FARMA BURGOS;AV. FLOR DE AMANCAES, LIMA 15096;07:00 am - 10:00 pm;-1.201.342;-7.703.146;07:00 am - 10:00 pm;AV. FLOR DE AMANCAES, LIMA 15096;;;;;;
-7.692.781;-1.204.256;SANAFARMA;PROLONG JAVIER PRADO MZ K1 LT 41 URB LOS PORTALES DE JAVIER PRADO 2DA ETAPA ;07:00 am - 10:00 pm;-1.204.256;-7.692.781;07:00 am - 10:00 pm;PROLONG JAVIER PRADO MZ K1 LT 41 URB LOS PORTALES DE JAVIER PRADO 2DA ETAPA;;;;;;
-7.703.775;-1.206.676;OXXO CORPANCHO;AV. REPUBLICA DE CHILE 299, CERCADO DE LIMA;07:00 am - 10:00 pm;-1.206.676;-7.703.775;07:00 am - 10:00 pm;AV. REPUBLICA DE CHILE 299, CERCADO DE LIMA;;;;;;
-7.703.446;-1.207.768;TIENDAS TAMBO S.A.C;JR. TEODORO CARDENAS NRO. 282 (PRIMER CARDENAS) LIMA-LIMA-LINCE;07:00 am - 10:30 pm;-1.207.768;-7.703.446;07:00 am - 10:30 pm;JR. TEODORO CARDENAS NRO. 282 (PRIMER CARDENAS) LIMA-LIMA-LINCE;;;;;;
-77.037;-1.207.255;LIDA MARIZHA HERMOSILLA CHAVEZ;JR. PABLO BERMUDEZ 175 (ALT. CDRA 8 AV. ARENALES) URB STA. BEATRIZ ;07:00 am - 10:00 pm;-1.207.255;-77.037;07:00 am - 10:00 pm;JR. PABLO BERMUDEZ 175 (ALT. CDRA 8 AV. ARENALES) URB STA. BEATRIZ;;;;;;
-7.688.492;-1.208.558;AGAPITO PALOMINO TELLO;COOP. EL PARAISO DE LA MOLINA MZA. A LOTE 9;07:00 am - 10:00 pm;-1.208.558;-7.688.492;07:00 am - 10:00 pm;COOP. EL PARAISO DE LA MOLINA MZA. A LOTE 9;;;;;;
-7.700.495;-1.196.935;TIENDAS TAMBO S.A.C;MZA. A INT. REFE LOTE. 4 URB. CANTO GRANDE (UNIDAD 6 PRIMER PISO) LIMA-LIMA-SAN JUAN DE LURIGANCHO;07:00 am - 10:30 pm;-1.196.935;-7.700.495;07:00 am - 10:30 pm;MZA. A INT. REFE LOTE. 4 URB. CANTO GRANDE (UNIDAD 6 PRIMER PISO) LIMA-LIMA-SAN JUAN DE LURIGANCHO;;;;;;
-7.699.676;-1.208.535;LIBRERIA Y MAS SERVICIOS;AV SAN LUIS 1849 INT 101/CRUCE JAVIER PRADO CON SAN LUIS;07:30 am - 10:00 pm;-1.208.535;-7.699.676;07:30 am - 10:00 pm;AV SAN LUIS 1849 INT 101/CRUCE JAVIER PRADO CON SAN LUIS;;;;;;
-7.703.704;-1.209.597;TIENDAS TAMBO S.A.C;AV. BELAUNDE, VÍCTOR ANDRÉS N° 0208 - SAN ISIDRO;07:00 am - 10:30 pm;-1.209.597;-7.703.704;07:00 am - 10:30 pm;AV. BELAUNDE, VÍCTOR ANDRÉS N° 0208 - SAN ISIDRO;;;;;;
-7.694.943;-120.636;MINIMARKET MARIE;JR FRANCISCO GARCIA CALDERO 195;07:00 am - 10:00 pm;-120.636;-7.694.943;07:00 am - 10:00 pm;JR FRANCISCO GARCIA CALDERO 195;;;;;;
-7.702.939;-1.202.502;PERLITH IRLANDA VARGAS JIMENEZ;CALLE ARMANDO FILOMENO 116 URB CIUDAD Y CAMPO ;07:00 am - 10:00 pm;-1.202.502;-7.702.939;07:00 am - 10:00 pm;CALLE ARMANDO FILOMENO 116 URB CIUDAD Y CAMPO;;;;;;
-7.705.329;-1.207.408;OXXO CORACEROS;AV. BRASIL N° 1506;07:00 am - 10:00 pm;-1.207.408;-7.705.329;07:00 am - 10:00 pm;AV. BRASIL N° 1506;;;;;;
-7.694.051;-1.205.521;INTERNET MENDOZA;CALLE VIGO 188 TDA 2 URB MAYORAZGO ETAPA 3;07:30 am - 10:00 pm;-1.205.521;-7.694.051;07:30 am - 10:00 pm;CALLE VIGO 188 TDA 2 URB MAYORAZGO ETAPA 3;;;;;;
-7.701.243;-1.198.059;FARMA TODO;AV CANTO GRANDE 2901 ESQ AV. CANTO BELLO 102 MZ. M SUB LT. 12.B URB CANTO BELLO;07:30 am - 10:00 pm;-1.198.059;-7.701.243;07:30 am - 10:00 pm;AV CANTO GRANDE 2901 ESQ AV. CANTO BELLO 102 MZ. M SUB LT. 12.B URB CANTO BELLO;;;;;;
-7.701.214;-1.202.528;ANNIEFARMA;AV LIMA153 URB CAJA DE AGUA;07:00 am - 10:00 pm;-1.202.528;-7.701.214;07:00 am - 10:00 pm;AV LIMA153 URB CAJA DE AGUA;;;;;;
-7.700.547;-1.198.537;TIENDAS TAMBO S.A.C;AV. EL SOL NRO. 452 URB. SAN CARLOS LIMA - LIMA - SAN JUAN DE LURIGANCHO;07:00 am - 10:30 pm;-1.198.537;-7.700.547;07:00 am - 10:30 pm;AV. EL SOL NRO. 452 URB. SAN CARLOS LIMA - LIMA - SAN JUAN DE LURIGANCHO;;;;;;
-7.706.875;-1.209.282;LA OFICINA ONLINE EIRL;AV BRASIL 3676 URB OYAGUE ;07:00 am - 10:00 pm;-1.209.282;-7.706.875;07:00 am - 10:00 pm;AV BRASIL 3676 URB OYAGUE;;;;;;
-7.703.994;-1.205.611;CABINAS DE INTERNET;AV BOLIVIA 343;07:00 am - 10:00 pm;-1.205.611;-7.703.994;07:00 am - 10:00 pm;AV BOLIVIA 343;;;;;;
-7.703.486;-1.208.469;MARKET LLAMO;JR ALCEDO BERNARDO 172 / FRENTE POLICLINICO RISSO;07:30 am - 10:00 pm;-1.208.469;-7.703.486;07:30 am - 10:00 pm;JR ALCEDO BERNARDO 172 / FRENTE POLICLINICO RISSO;;;;;;
-7.702.976;-1.202.095;VIAJA BARATO;AV CARLOS VALDERRAMA 119 URB EL BOSQUE RIMAC;07:00 am - 10:00 pm;-1.202.095;-7.702.976;07:00 am - 10:00 pm;AV CARLOS VALDERRAMA 119 URB EL BOSQUE RIMAC;;;;;;
-7.703.621;-1.208.011;ROCIO JAQUELIN PAZ GALVEZ;AV. ARENALES 1519;07:00 am - 10:00 pm;-1.208.011;-7.703.621;07:00 am - 10:00 pm;AV. ARENALES 1519;;;;;;
-7.703.146;-1.201.342;BOTICA FARMA BURGOS;AV. FLOR DE AMANCAES, LIMA 15096;07:00 am - 10:00 pm;-1.201.342;-7.703.146;07:00 am - 10:00 pm;AV. FLOR DE AMANCAES, LIMA 15096;;;;;;
-7.704.778;-1.206.749;OXXO NAZCA;AV. BRASIL N° 840;07:00 am - 10:00 pm;-1.206.749;-7.704.778;07:00 am - 10:00 pm;AV. BRASIL N° 840;;;;;;
-7.704.392;-1.206.519;NENES MARKET EIRL;AV 28 DE JULIO 232;07:00 am - 10:00 pm;-1.206.519;-7.704.392;07:00 am - 10:00 pm;AV 28 DE JULIO 232;;;;;;
-7.702.883;-1.207.015;MARKET  SJSK;AV ISABEL  LA CATÓLICA 343;07:00 am - 10:00 pm;-1.207.015;-7.702.883;07:00 am - 10:00 pm;AV ISABEL  LA CATÓLICA 343;;;;;;
-7.694.978;-1.210.086;DESTINOS MAGICOS;AV ALAMEDA DEL CORREGIDOR 1737 ;07:00 am - 10:00 pm;-1.210.086;-7.694.978;07:00 am - 10:00 pm;AV ALAMEDA DEL CORREGIDOR 1737;;;;;;
-7.706.871;-1.209.296;LA OFICINA ONLINE;AV BRASIL 3676;07:00 am - 10:00 pm;-1.209.296;-7.706.871;07:00 am - 10:00 pm;AV BRASIL 3676;;;;;;
-7.696.797;-1.193.554;BODEGA JESUS;MZ X LT 5 A URB ENRIQUE MONTENEGRO/ ALT PARADERO LA CAPILLA;07:30 am - 10:00 pm;-1.193.554;-7.696.797;07:30 am - 10:00 pm;MZ X LT 5 A URB ENRIQUE MONTENEGRO/ ALT PARADERO LA CAPILLA;;;;;;
-7.706.579;-1.208.923;TIENDAS TAMBO S.A.C;AV BRASIL 3238- 3242;07:00 am - 10:30 pm;-1.208.923;-7.706.579;07:00 am - 10:30 pm;AV BRASIL 3238- 3242;;;;;;
-7.704.153;-1.205.865;LIBRERÍA SHALOM;AV ALFONSO UGARTE 1429 ;07:00 am - 10:00 pm;-1.205.865;-7.704.153;07:00 am - 10:00 pm;AV ALFONSO UGARTE 1429;;;;;;
-7.705.633;-1.207.839;BOTICA DE TODO ;AV. BRASIL NRO. 1941// REF.PARADERO LA 18;07:30 am - 10:00 pm;-1.207.839;-7.705.633;07:30 am - 10:00 pm;AV. BRASIL NRO. 1941// REF.PARADERO LA 18;;;;;;
-7.702.803;-1.205.233;MARCUS EMPRESA;JR AYACUCHO 708 INT 108 REF. FRENTE A LA FISCALIA ;07:30 am - 10:00 pm;-1.205.233;-7.702.803;07:30 am - 10:00 pm;JR AYACUCHO 708 INT 108 REF. FRENTE A LA FISCALIA;;;;;;
-7.702.877;-1.207.777;W.LLAMO.CEL SRL;PROLONGACION IQUITOS 1523;07:00 am - 10:00 pm;-1.207.777;-7.702.877;07:00 am - 10:00 pm;PROLONGACION IQUITOS 1523;;;;;;
-7.700.577;-119.674;TIENDAS TAMBO S.A.C;AV. SAN MARTIN MZA. K1 LOTE. 20 URB. CANTO GRANDE LIMA - LIMA - SAN JUAN DE LURIGANCHO;07:00 am - 10:30 pm;-119.674;-7.700.577;07:00 am - 10:30 pm;AV. SAN MARTIN MZA. K1 LOTE. 20 URB. CANTO GRANDE LIMA - LIMA - SAN JUAN DE LURIGANCHO;;;;;;
-7.700.639;-1.197.167;TIENDAS TAMBO S.A.C;AV CANTO GRANDE N° 3520 MZA. A LT. 17 URB. SAN RAFAEL DE CANTO GRANDE ;07:00 am - 10:30 pm;-1.197.167;-7.700.639;07:00 am - 10:30 pm;AV CANTO GRANDE N° 3520 MZA. A LT. 17 URB. SAN RAFAEL DE CANTO GRANDE;;;;;;
-7.702.185;-121.423;MINIMARKET CARLOS;AV ALMIRANTE GRAU 926;07:00 am - 10:00 pm;-121.423;-7.702.185;07:00 am - 10:00 pm;AV ALMIRANTE GRAU 926;;;;;;
-7.703.971;-1.205.411;TIENDAS TAMBO S.A.C;AV. URUGUAY 401, LIMA 15001;07:00 am - 10:30 pm;-1.205.411;-7.703.971;07:00 am - 10:30 pm;AV. URUGUAY 401, LIMA 15001;;;;;;
-7.702.256;-121.362;TIENDAS TAMBO S.A.C;AV. GRAU 1620, ESQUINA CON JUAN FANNING - BARRANCO;07:00 am - 10:30 pm;-121.362;-7.702.256;07:00 am - 10:30 pm;AV. GRAU 1620, ESQUINA CON JUAN FANNING - BARRANCO;;;;;;
-7.703.377;-1.208.204;PLIMBES EIRL;AV PETIT THOUARS 1780;07:00 am - 10:00 pm;-1.208.204;-7.703.377;07:00 am - 10:00 pm;AV PETIT THOUARS 1780;;;;;;
-7.695.845;-1.206.949;DISTRIBUCIONES PACIFICO;CALLE LOS HIGOS 151 AMPLIACION RESIDENCIAL MONTERRICO ;07:00 am - 10:00 pm;-1.206.949;-7.695.845;07:00 am - 10:00 pm;CALLE LOS HIGOS 151 AMPLIACION RESIDENCIAL MONTERRICO;;;;;;
-7.703.883;-1.206.712;NVF EIRL;AV. REPUBLICA DE CHILE 324 - INTERIOR 101;07:30 am - 10:00 pm;-1.206.712;-7.703.883;07:30 am - 10:00 pm;AV. REPUBLICA DE CHILE 324 - INTERIOR 101;;;;;;
-7.701.108;-1.201.744;INVERSIONES J&B -CASA DE APUESTAS;JR. LAS CRUCINELAS 698 A MZA. 50 LOTE 2 - 1ER PISO COOP LAS FLORES ;07:00 am - 10:00 pm;-1.201.744;-7.701.108;07:00 am - 10:00 pm;JR. LAS CRUCINELAS 698 A MZA. 50 LOTE 2 - 1ER PISO COOP LAS FLORES;;;;;;
-7.704.036;-1.205.835;MELECIO;JR. CHOTA 1410;07:00 am - 10:00 pm;-1.205.835;-7.704.036;07:00 am - 10:00 pm;JR. CHOTA 1410;;;;;;
-769.284;-1.204.317;FARMACIA GNOMOFARMA;AV JAVIER PRADO ESTE 8858;07:00 am - 10:00 pm;-1.204.317;-769.284;07:00 am - 10:00 pm;AV JAVIER PRADO ESTE 8858;;;;;;
-7.701.026;-1.199.639;TIENDAS TAMBO S.A.C;MZA W LOTE 23 URB. SAN HILARION LIMA-LIMA-SAN JUAN DE LURIGANCHO;07:00 am - 10:30 pm;-1.199.639;-7.701.026;07:00 am - 10:30 pm;MZA W LOTE 23 URB. SAN HILARION LIMA-LIMA-SAN JUAN DE LURIGANCHO;;;;;;
-7.697.932;-1.194.179;CAB INT COMIC NET;JR FINAL MZNA S1 11;07:00 am - 10:00 pm;-1.194.179;-7.697.932;07:00 am - 10:00 pm;JR FINAL MZNA S1 11;;;;;;
-7.703.521;-1.208.668;A&M GOLD METAL TRADING SAC;AV. ARENALES 2246;07:00 am - 10:00 pm;-1.208.668;-7.703.521;07:00 am - 10:00 pm;AV. ARENALES 2246;;;;;;
-7.697.348;-1.193.752;BODEGA DOÑA VICKY;JR MAR DE BERING  MZ M1 LT 16 AAHH ENRIQUE MONTENEGRO SECTOR 5 / REFERENCIA: FRENTE AL RESTAURANTE RICONCITO NORTEÑO;07:00 am - 10:00 pm;-1.193.752;-7.697.348;07:00 am - 10:00 pm;JR MAR DE BERING  MZ M1 LT 16 AAHH ENRIQUE MONTENEGRO SECTOR 5 / REFERENCIA: FRENTE AL RESTAURANTE RICONCITO NORTEÑO;;;;;;
-7.703.254;-12.126;ELECTRONICA PORTA S.R.L.;JR. DANTE 414, LIMA 15074;07:30 am - 10:00 pm;-12.126;-7.703.254;07:30 am - 10:00 pm;JR. DANTE 414, LIMA 15074;;;;;;
-7.707.051;-1.209.774;TIENDAS TAMBO S.A.C;AV. EJERCITO NRO. 282 LIMA - LIMA - MAGDALENA DEL MAR;07:00 am - 10:30 pm;-1.209.774;-7.707.051;07:00 am - 10:30 pm;AV. EJERCITO NRO. 282 LIMA - LIMA - MAGDALENA DEL MAR;;;;;;
-770.191;-1.214.253;LIBRERIA MARIA;JR CORA 199;07:00 am - 10:00 pm;-1.214.253;-770.191;07:00 am - 10:00 pm;JR CORA 199;;;;;;
-7.703.587;-120.786;BODEGA LA HERMANITA;CAL MANUEL DEL PINO 160;07:30 am - 10:00 pm;-120.786;-7.703.587;07:30 am - 10:00 pm;CAL MANUEL DEL PINO 160;;;;;;
-770.355;-1.202.349;DIMAGEN SRL;URB LA FLORIDA CALLE 20 1093;07:30 am - 10:00 pm;-1.202.349;-770.355;07:30 am - 10:00 pm;URB LA FLORIDA CALLE 20 1093;;;;;;
-7.700.904;-1.202.606;BODEGA ANGEL;JR. LAS CHULPA 511 URB ZARATE;07:30 am - 10:00 pm;-1.202.606;-7.700.904;07:30 am - 10:00 pm;JR. LAS CHULPA 511 URB ZARATE;;;;;;
-7.702.756;-1.208.267;TIENDAS TAMBO S.A.C;AV. JOSE PARDO DE ZELA 850 ESQ. CON PSJ SN ROBERTO 212 LIMA-LIMA-LINCE;07:00 am - 10:30 pm;-1.208.267;-7.702.756;07:00 am - 10:30 pm;AV. JOSE PARDO DE ZELA 850 ESQ. CON PSJ SN ROBERTO 212 LIMA-LIMA-LINCE;;;;;;
-7.703.841;-1.205.585;TIENDAS TAMBO S.A.C;AV. INCA GARCILAZO DE LA VEGA 1298;07:00 am - 10:30 pm;-1.205.585;-7.703.841;07:00 am - 10:30 pm;AV. INCA GARCILAZO DE LA VEGA 1298;;;;;;
-7.694.169;-1.205.477;MULTISERVICIOS BONUSNET;AV SEPARADORA INDUSTRIAL 3012 URB MAYORAZGO CHICO;07:00 am - 10:00 pm;-1.205.477;-7.694.169;07:00 am - 10:00 pm;AV SEPARADORA INDUSTRIAL 3012 URB MAYORAZGO CHICO;;;;;;
-7.700.427;-1.201.016;ASTETE ESPINOZA LUZ;JR. LAS SENSITIVAS NRO. 200 URB. LOS JARDINES DE SAN JUAN (CDRA 15 DE PROCERES D;07:30 am - 10:00 pm;-1.201.016;-7.700.427;07:30 am - 10:00 pm;JR. LAS SENSITIVAS NRO. 200 URB. LOS JARDINES DE SAN JUAN (CDRA 15 DE PROCERES D;;;;;;
-7.701.149;-1.201.205;BOTICA FARMA BRACY;AV LAS FLORES DE PRIMAVERA 1003 COO VIV LAS FLORES REF: PARADERO 7 DE LAS FLORES;07:30 am - 10:00 pm;-1.201.205;-7.701.149;07:30 am - 10:00 pm;AV LAS FLORES DE PRIMAVERA 1003 COO VIV LAS FLORES REF: PARADERO 7 DE LAS FLORES;;;;;;
-7.698.959;-1.196.408;LIBRERÍA BAZAR BODEGA PATYLU;CALLE LOS ECONOMISTAS MZ F4 LTE 36 ALTURA PARADERO 15 DE VICE;07:30 am - 10:00 pm;-1.196.408;-7.698.959;07:30 am - 10:00 pm;CALLE LOS ECONOMISTAS MZ F4 LTE 36 ALTURA PARADERO 15 DE VICE;;;;;;
-7.704.719;-1.206.483;INTERNET STEFANO;JR. RESTAURACION ESQ. AV. PABLO FERNANDINI 656 INT. 226A;07:30 am - 10:00 pm;-1.206.483;-7.704.719;07:30 am - 10:00 pm;JR. RESTAURACION ESQ. AV. PABLO FERNANDINI 656 INT. 226A;;;;;;
-7.702.898;-1.206.299;BOTICA DERFARMA;AV 28 DE JULIO 1421 / FRENTE AL PQUE MANCO CAPAC;07:30 am - 10:00 pm;-1.206.299;-7.702.898;07:30 am - 10:00 pm;AV 28 DE JULIO 1421 / FRENTE AL PQUE MANCO CAPAC;;;;;;
-7.700.413;-119.798;BODEGA MILAGRITOS;AV. EL BOSQUE MZ. C LOTE 21;07:30 am - 10:00 pm;-119.798;-7.700.413;07:30 am - 10:00 pm;AV. EL BOSQUE MZ. C LOTE 21;;;;;;
-7.698.108;-1.194.153;MULTISERVICIOS OFIADMAR;CALLE 66 MZ K15 LT 20 SUB 4 MARISCAL CACERES ;07:00 am - 10:00 pm;-1.194.153;-7.698.108;07:00 am - 10:00 pm;CALLE 66 MZ K15 LT 20 SUB 4 MARISCAL CACERES;;;;;;
-7.699.375;-1.196.797;FARMA ELIPSE;AV LOS PROCERES DE LA INDEPENDENCIA 3727 MZA. E LOTE 4 ;07:00 am - 10:00 pm;-1.196.797;-7.699.375;07:00 am - 10:00 pm;AV LOS PROCERES DE LA INDEPENDENCIA 3727 MZA. E LOTE 4;;;;;;
-7.696.895;-1.193.273;COMERCIAL KIARA;AV INCA PACHACUTEC TIENDA 3 CC LA FORTUNA;07:30 am - 10:00 pm;-1.193.273;-7.696.895;07:30 am - 10:00 pm;AV INCA PACHACUTEC TIENDA 3 CC LA FORTUNA;;;;;;
-7.688.896;-1.208.653;MARIA AHIDE CHANTA CHIQUILLANQUI;MZA. 6 LOTE 22 TDA. 2 MUSA II ETAPA;07:00 am - 10:00 pm;-1.208.653;-7.688.896;07:00 am - 10:00 pm;MZA. 6 LOTE 22 TDA. 2 MUSA II ETAPA;;;;;;
-7.703.252;-1.202.786;EL PUNTO PRECISO;CALLE PSJ VALLEJO MZ C LT 4 SAN GABRIEL LT 4;07:00 am - 10:00 pm;-1.202.786;-7.703.252;07:00 am - 10:00 pm;CALLE PSJ VALLEJO MZ C LT 4 SAN GABRIEL LT 4;;;;;;
-7.703.571;-1.206.414;GABRIEL LOPEZ SULLCARAYME;AV 28 DE JULIO 952  SANTA BEATRIZ ;07:00 am - 10:00 pm;-1.206.414;-7.703.571;07:00 am - 10:00 pm;AV 28 DE JULIO 952  SANTA BEATRIZ;;;;;;
-7.692.436;-1.208.521;TIENDAS TAMBO S.A.C;AV. LA MOLINA ( EX AV. UNIVERSIDAD) DPTO SEC -1A  MZ J LT 21 D / 3090-3096 URBANIZACIÓN RINCONADA DEL LAGO - 1 ETAPA;07:00 am - 10:30 pm;-1.208.521;-7.692.436;07:00 am - 10:30 pm;AV. LA MOLINA ( EX AV. UNIVERSIDAD) DPTO SEC -1A  MZ J LT 21 D / 3090-3096 URBANIZACIÓN RINCONADA DEL LAGO - 1 ETAPA;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
